"Time","mmgs"
6.93,1.23474
6.936,1.21246
6.942,1.23169
6.948,1.24023
6.954,1.24084
6.96,1.24817
6.966,1.22528
6.972,1.23718
6.978,1.23169
6.984,1.21918
6.99,1.21857
6.996,1.24969
7.002,1.21826
7.008,1.21704
7.014,1.21399
7.02,1.24512
7.026,1.23474
7.032,1.22375
7.038,1.21643
7.044,1.19843
7.05,1.22955
7.056,1.2323
7.062,1.22498
7.068,1.19659
7.074,1.22742
7.08,1.21704
7.086,1.25183
7.092,1.20392
7.098,1.21796
7.104,1.22894
7.11,1.24908
7.116,1.23047
7.122,1.23383
7.128,1.21704
7.134,1.23077
7.14,1.24512
7.146,1.24603
7.152,1.23322
7.158,1.22467
7.164,1.23871
7.17,1.2323
7.176,1.21948
7.182,1.2207
7.188,1.21857
7.194,1.22284
7.2,1.24176
7.206,1.22986
7.212,1.21857
7.218,1.21857
7.224,1.20209
7.23,1.21674
7.236,1.23352
7.242,1.2204
7.248,1.23535
7.254,1.23901
7.26,1.22284
7.266,1.24268
7.272,1.22345
7.278,1.23871
7.284,1.23718
7.29,1.22589
7.296,1.23108
7.302,1.24207
7.308,1.23383
7.314,1.2439
7.32,1.2149
7.326,1.2146
7.332,1.25092
7.338,1.21399
7.344,1.21735
7.35,1.23688
7.356,1.21277
7.362,1.22711
7.368,1.21307
7.374,1.24603
7.38,1.2326
7.386,1.22833
7.392,1.2265
7.398,1.21429
7.404,1.22894
7.41,1.21613
7.416,1.23291
7.422,1.2207
7.428,1.21887
7.434,1.21582
7.44,1.23932
7.446,1.25122
7.452,1.26404
7.458,1.22223
7.464,1.21307
7.47,1.22864
7.476,1.22742
7.482,1.24695
7.488,1.23444
7.494,1.20911
7.5,1.21979
7.506,1.22742
7.512,1.22437
7.518,1.22833
7.524,1.22375
7.53,1.23871
7.536,1.22101
7.542,1.21643
7.548,1.2262
7.554,1.22589
7.56,1.21643
7.566,1.23108
7.572,1.22864
7.578,1.21277
7.584,1.20697
7.59,1.21613
7.596,1.23169
7.602,1.22925
7.608,1.2207
7.614,1.22437
7.62,1.23901
7.626,1.24176
7.632,1.2442
7.638,1.2384
7.644,1.24756
7.65,1.21918
7.656,1.23169
7.662,1.2384
7.668,1.23322
7.674,1.2384
7.68,1.23077
7.686,1.2085
7.692,1.2442
7.698,1.22986
7.704,1.21674
7.71,1.21582
7.716,1.20239
7.722,1.23688
7.728,1.22559
7.734,1.24176
7.74,1.23077
7.746,1.21735
7.752,1.21887
7.758,1.22589
7.764,1.22223
7.77,1.21979
7.776,1.21002
7.782,1.23138
7.788,1.21765
7.794,1.21857
7.8,1.21582
7.806,1.22375
7.812,1.22864
7.818,1.23413
7.824,1.2149
